id	title	meter	full	p1	p2	p3	p4	pr_p1	pr_p2	pr_p3	pr_p4	needs_split_practice	has_p12	has_p34	mode	artha_sa	meaning_en
vsn_127	VS-91	अनुष्टुप्	भारभृत्कथितो योगी योगीशः सर्वकामदः । आश्रमः श्रमणः क्षामः सुपर्णो वायुवाहनः ॥९१॥	भारभृत्कथितो योगी	योगीशः सर्वकामदः ।	आश्रमः श्रमणः क्षामः	सुपर्णो वायुवाहनः ॥९१॥					FALSE	TRUE	TRUE			
vsn_128	VS-92	अनुष्टुप्	धनुर्धरो धनुर्वेदो दण्डो दमयिता दमः । अपराजितः सर्वसहो नियन्ताऽनियमोऽयमः ॥९२॥	धनुर्धरो धनुर्वेदः	दण्डो दमयिता दमः ।	अपराजितः सर्वसहः	नियन्ताऽनियमोऽयमः ॥९२॥					FALSE	TRUE	TRUE			
vsn_129	VS-93	अनुष्टुप्	सत्त्ववान् सात्त्विकः सत्यः सत्यधर्मपरायणः । अभिप्रायः प्रियार्होऽर्हः प्रियकृत्प्रीतिवर्धनः ॥९३॥	सत्त्ववान् सात्त्विकः सत्यः	सत्यधर्मपरायणः ।	अभिप्रायः प्रियार्होऽर्हः	प्रियकृत्प्रीतिवर्धनः ॥९३॥					FALSE	TRUE	TRUE			
vsn_130	VS-94	अनुष्टुप्	विहायसगतिर्ज्योतिः सुरुचिर्हुतभुग्विभुः । रविर्विरोचनः सूर्यः सविता रविलोचनः ॥९४॥	विहायसगतिर्ज्योतिः	सुरुचिर्हुतभुग्विभुः ।	रविर्विरोचनः सूर्यः	सविता रविलोचनः ॥९४॥					FALSE	TRUE	TRUE			
vsn_131	VS-95	अनुष्टुप्	अनन्तो हुतभुग्भोक्ता सुखदो नैकदोऽग्रजः । अनिर्विण्णः सदामर्षी लोकाधिष्ठानमद्भुतम् ॥९५॥	अनन्तो हुतभुग्भोक्ता	सुखदो नैकदोऽग्रजः ।	अनिर्विण्णः सदामर्षी	लोकधिष्ठानमद्भुतम् ॥९५॥					FALSE	TRUE	TRUE			
vsn_132	VS-96	अनुष्टुप्	सनात्सनातनतमः कपिलः कपिरव्ययः । स्वस्तिदः स्वस्तिकृत्स्वस्तिः स्वस्तिभुक् स्वस्तिदक्षिणः ॥९६॥	सनात्सनातनतमः	कपिलः कपिरव्ययः ।	स्वस्तिदः स्वस्तिकृत्स्वस्तिः	स्वस्तिभुक् स्वस्तिदक्षिणः ॥९६॥					FALSE	TRUE	TRUE			
vsn_133	VS-97	अनुष्टुप्	अरौद्रः कुण्डली चक्री विक्रम्यूर्जितशासनः । शब्दातिगः शब्दसहः शिशिरः शर्वरीकरः ॥९७॥	अरौद्रः कुण्डली चक्री	विक्रम्यूर्जितशासनः ।	शब्दातिगः शब्दसहः	शिशिरः शर्वरीकरः ॥९७॥					FALSE	TRUE	TRUE			
vsn_134	VS-98	अनुष्टुप्	अक्रूरः पेशलो दक्षो दक्षिणः क्षमिणांवरः । विद्वत्तमो वीतभयः पुण्यश्रवणकीर्तनः ॥९८॥	अक्रूरः पेशलो दक्षः	दक्षिणः क्षमिणांवरः ।	विद्वत्तमो वीतभयः	पुण्यश्रवणकीर्तनः ॥९८॥					FALSE	TRUE	TRUE			
vsn_135	VS-99	अनुष्टुप्	उत्तारणो दुष्कृतिहा पुण्यो दुःस्वप्ननाशनः । वीरहा रक्षणः सन्तो जीवनः पर्यवस्थितः ॥९९॥	उत्तारणो दुष्कृतिहा	पुण्यो दुःस्वप्ननाशनः ।	वीरहा रक्षणः सन्तः	जीवनः पर्यवस्थितः ॥९९॥					FALSE	TRUE	TRUE			
vsn_136	VS-100	अनुष्टुप्	अनन्तरूपोऽनन्तश्रीर्जितमन्युर्भयापहः । चतुरश्रो गभीरात्मा विदिशो व्यादिशो दिशः ॥१००॥	अनन्तरूपोऽनन्तश्रीः	जितमन्युर्भयापहः ।	चतुरश्रो गभीरात्मा	विदिशो व्यादिशो दिशः ॥१००॥					FALSE	TRUE	TRUE			
vsn_137	VS-101	अनुष्टुप्	अनादिर्भूर्भुवो लक्ष्मीः सुवीरो रुचिराङ्गदः । जननो जनजन्मादिर्भीमो भीमपराक्रमः ॥१०१॥	अनादिर्भूर्भुवो लक्ष्मीः	सुवीरो रुचिराङ्गदः ।	जननो जनजन्मादिः	भीमो भीमपराक्रमः ॥१०१॥					FALSE	TRUE	TRUE			
vsn_138	VS-102	अनुष्टुप्	आधारनिलयोऽधाता पुष्पहासः प्रजागरः । ऊर्ध्वगः सत्पथाचारः प्राणदः प्रणवः पणः ॥१०२॥	आधारनिलयोऽधाता	पुष्पहासः प्रजागरः ।	ऊर्ध्वगः सत्पथाचारः	प्राणदः प्रणवः पणः ॥१०२॥					FALSE	TRUE	TRUE			
vsn_139	VS-103	अनुष्टुप्	प्रमाणं प्राणनिलयः प्राणभृत्प्राणजीवनः । तत्त्वं तत्त्वविदेकात्मा जन्ममृत्युजरातिगः ॥१०३॥	प्रमाणं प्राणनिलयः	प्राणभृत्प्राणजीवनः ।	तत्त्वं तत्त्वविदेकात्मा	जन्ममृत्युजरातिगः ॥१०३॥					FALSE	TRUE	TRUE			
vsn_140	VS-104	अनुष्टुप्	भूर्भुवः स्वस्तरुस्तारः सविता प्रपितामहः । यज्ञो यज्ञपतिर्यज्वा यज्ञाङ्गो यज्ञवाहनः ॥१०४॥	भूर्भुवः स्वस्तरुस्तारः	सविता प्रपितामहः ।	यज्ञो यज्ञपतिर्यज्वा	यज्ञाङ्गो यज्ञवाहनः ॥१०४॥					FALSE	TRUE	TRUE			
vsn_141	VS-105	अनुष्टुप्	यज्ञभृद्यज्ञकृद्यज्ञी यज्ञभुग्यज्ञसाधनः । यज्ञान्तकृद्यज्ञगुह्यमन्नमन्नाद एव च ॥१०५॥	यज्ञभृद्यज्ञकृद्यज्ञी	यज्ञभुग्यज्ञसाधनः ।	यज्ञान्तकृद्यज्ञगुह्यम्	अन्नमन्नाद एव च ॥१०५॥					FALSE	TRUE	TRUE			
vsn_142	VS-106	अनुष्टुप्	आत्मयोनिः स्वयंजातो वैखानः सामगायनः । देवकीनन्दनः स्रष्टा क्षितीशः पापनाशनः ॥१०६॥	आत्मयोनिः स्वयंजातः	वैखानः सामगायनः ।	देवकीनन्दनः स्रष्टा	क्षितीशः पापनाशनः ॥१०६॥					FALSE	TRUE	TRUE			
vsn_143	VS-107	अनुष्टुप्	शङ्खभृन्नन्दकी चक्री शार्ङ्गधन्वा गदाधरः । रथाङ्गपाणिरक्षोभ्यः सर्वप्रहरणायुधः ॥१०७॥	शङ्खभृन्नन्दकी चक्री	शार्ङ्गधन्वा गदाधरः ।	रथाङ्गपाणिरक्षोभ्यः	सर्वप्रहरणायुधः ॥१०७॥					FALSE	TRUE	TRUE			
vsn_144	VS-108	अनुष्टुप्	वनमाली गदी शार्ङ्गी शङ्खी चक्री च नन्दकी । श्रीमान् नारायणो विष्णुर्वासुदेवोऽभिरक्षतु ॥ १०८॥	वनमाली गदी शार्ङ्गी 	शङ्खी चक्री च नन्दकी | 	 श्रीमान् नारायणो विष्णुः	वासुदेवोऽभिरक्षतु ॥ १०८॥					FALSE	TRUE	TRUE			
vsn_145	फलश्रुतिः 1 	अनुष्टुप्	भीष्म उवाच -- इतीदं कीर्तनीयस्य केशवस्य महात्मनः । नाम्नां सहस्रं दिव्यानाम् अशेषेण प्रकीर्तितम् ॥ १॥	इतीदं कीर्तनीयस्य	केशवस्य महात्मनः ।	नाम्नां सहस्रं दिव्यानाम्	अशेषेण प्रकीर्तितम् ॥ १॥										
vsn_146	फलश्रुतिः 2	अनुष्टुप्	य इदं श‍ृणुयान् नित्यं यश्चापि परिकीर्तयेत् । नाशुभं प्राप्नुयात् किञ्चित् सोऽमुत्रेह च मानवः ॥ २॥	य इदं श‍ृणुयान् नित्यम्	यश्चापि परिकीर्तयेत् ।	नाशुभं प्राप्नुयात् किञ्चित्	सोऽमुत्रेह च मानवः ॥ २॥										
vsn_147	फलश्रुतिः 3	अनुष्टुप्	वेदान्तगो ब्राह्मणः स्यात् क्षत्रियो विजयी भवेत् । वैश्यो धनसमृद्धः स्याच् छूद्रः सुखमवाप्नुयात् ॥ ३॥	वेदान्तगो ब्राह्मणः स्यात्	क्षत्रियो विजयी भवेत् ।	वैश्यो धनसमृद्धः स्यात्	 शूद्रः सुखमवाप्नुयात् ॥ ३॥										
vsn_148	फलश्रुतिः 4	अनुष्टुप्	धर्मार्थी प्राप्नुयाद् धर्मम् अर्थार्थी चार्थम् आप्नुयात् । कामान् अवाप्नुयात् कामी प्रजार्थी प्राप्नुयात् प्रजाम् ॥ ४॥	धर्मार्थी प्राप्नुयाद् धर्मम्	अर्थार्थी चार्थम् आप्नुयात् ।	कामान् अवाप्नुयात् कामी	प्रजार्थी प्राप्नुयात् प्रजाम् ॥ ४॥										
vsn_149	फलश्रुतिः 5	अनुष्टुप्	भक्तिमान् यः सदोत्थाय शुचिस्तद्गतमानसः । सहस्रं वासुदेवस्य नाम्नाम् एतत् प्रकीर्तयेत् ॥ ५॥	भक्तिमान् यः सदोत्थाय	शुचिस्तद्गतमानसः ।	सहस्रं वासुदेवस्य	नाम्नाम् एतत् प्रकीर्तयेत् ॥ ५॥										
vsn_150	फलश्रुतिः 6	अनुष्टुप्	यशः प्राप्नोति विपुलं ज्ञाति-प्राधान्यम् एव च । अचलां श्रियम् आप्नोति श्रेयः प्राप्नोत्यनुत्तमम् ॥ ६॥	यशः प्राप्नोति विपुलम्	ज्ञाति-प्राधान्यम् एव च ।	अचलां श्रियम् आप्नोति	श्रेयः प्राप्नोत्यनुत्तमम् ॥ ६॥										
vsn_151	फलश्रुतिः 7	अनुष्टुप्	न भयं क्वचिद् आप्नोति वीर्यं तेजश्च विन्दति । भवत्यरोगो द्युतिमान् बल-रूप-गुणान्वितः ॥ ७॥	न भयं क्वचिद् आप्नोति	वीर्यं तेजश्च विन्दति ।	भवत्यरोगो द्युतिमान्	बल-रूप-गुणान्वितः ॥ ७॥										
vsn_152	फलश्रुतिः 8	अनुष्टुप्	रोगार्तो मुच्यते रोगाद् बद्धो मुच्येत बन्धनात् । भयान्मुच्येत भीतस्तु मुच्येत् आपन्न आपदः ॥ ८॥	रोगार्तो मुच्यते रोगाद्	बद्धो मुच्येत बन्धनात् ।	भयान्मुच्येत भीतस्तु	मुच्येत् आपन्न आपदः ॥ ८॥										
vsn_153	फलश्रुतिः 9	अनुष्टुप्	दुर्गाण्यतितरत्याशु पुरुषः पुरुषोत्तमम् । स्तुवन् नामसहस्रेण नित्यं भक्ति-समन्वितः ॥ ९॥	दुर्गाण्यतितरत्याशु	पुरुषः पुरुषोत्तमम् ।	स्तुवन् नामसहस्रेण	नित्यं भक्ति-समन्वितः ॥ ९॥										
vsn_154	फलश्रुतिः 10	अनुष्टुप्	वासुदेवाश्रयो मर्त्यो वासुदेवपरायणः । सर्वपाप-विशुद्धात्मा याति ब्रह्म सनातनम् ॥ १०॥	वासुदेवाश्रयो मर्त्यः	वासुदेवपरायणः ।	सर्वपाप-विशुद्धात्मा	याति ब्रह्म सनातनम् ॥ १०॥										
vsn_155	फलश्रुतिः 11	अनुष्टुप्	न वासुदेव-भक्तानाम् अशुभं विद्यते क्वचित् । जन्म-मृत्यु-जरा-व्याधि-भयं नैवोपजायते ॥ ११॥	न वासुदेव-भक्तानाम्	अशुभं विद्यते क्वचित् ।	जन्म-मृत्यु-जरा-व्याधि-भयं	नैवोपजायते ॥ ११॥										
vsn_156	फलश्रुतिः 12	अनुष्टुप्	इमं स्तवम् अधीयानः श्रद्धा-भक्ति-समन्वितः । युज्येत् आत्मसुख-क्षान्ति-श्री-धृतिस्मृति-कीर्तिभिः ॥ १२॥	इमं स्तवम् अधीयानः	श्रद्धा-भक्ति-समन्वितः ।	युज्येत् आत्मसुख-क्षान्ति-	श्री-धृतिस्मृति-कीर्तिभिः ॥ १२॥										
vsn_157	फलश्रुतिः 13	अनुष्टुप्	न क्रोधो न च मात्सर्यं न लोभो नाशुभा मतिः । भवन्ति कृतपुण्यानां भक्तानां पुरुषोत्तमे ॥ १३॥	न क्रोधो न च मात्सर्यम्	न लोभो नाशुभा मतिः ।	भवन्ति कृतपुण्यानाम्	भक्तानां पुरुषोत्तमे ॥ १३॥										
vsn_158	फलश्रुतिः 14	अनुष्टुप्	द्यौः सचन्द्रार्क-नक्षत्रा खं दिशो भूर् महोदधिः । वासुदेवस्य वीर्येण विधृतानि महात्मनः ॥ १४॥	द्यौः सचन्द्रार्क-नक्षत्राः	खं दिशो भूर् महोदधिः ।	वासुदेवस्य वीर्येण	विधृतानि महात्मनः ॥ १४॥										
vsn_159	फलश्रुतिः 15	अनुष्टुप्	ससुरा-सुर-गन्धर्वं सयक्षोरग-राक्षसम् । जगद्वशे वर्ततेदं कृष्णस्य सचराचरम् ॥ १५॥	ससुरा-सुर-गन्धर्वम्	सयक्षोरग-राक्षसम् ।	जगद्वशे वर्ततेदम्	कृष्णस्य सचराचरम् ॥ १५॥										
vsn_160	फलश्रुतिः 16	अनुष्टुप्	इन्द्रियाणि मनो बुद्धिः सत्त्वं तेजो बलं धृतिः । वासुदेवात्मकान्याहुः क्षेत्रं क्षेत्रज्ञ एव च ॥ १६॥	इन्द्रियाणि मनो बुद्धिः	सत्त्वं तेजो बलं धृतिः ।	वासुदेवात्मकान्याहुः	क्षेत्रं क्षेत्रज्ञ एव च ॥ १६॥										
vsn_161	फलश्रुतिः 17	अनुष्टुप्	सर्वागमानामाचारः प्रथमं परिकल्पते । आचार-प्रभवो धर्मो धर्मस्य प्रभुरच्युतः ॥ १७॥	सर्वागमानामाचारः	प्रथमं परिकल्पते ।	आचार-प्रभवो धर्मः	धर्मस्य प्रभुरच्युतः ॥ १७॥										
vsn_162	फलश्रुतिः 18	अनुष्टुप्	ऋषयः पितरो देवा महा-भूतानि धातवः । जङ्गमाजङ्गमं चेदं जगन्नारायणोद्भवम् ॥ १८॥	ऋषयः पितरो देवाः	महा-भूतानि धातवः ।	जङ्गमाजङ्गमं चेदम्	जगन्नारायणोद्भवम् ॥ १८॥										
vsn_163	फलश्रुतिः 19	अनुष्टुप्	योगो ज्ञानं तथा साङ्ख्यं विद्याः शिल्पादिकर्म च । वेदाः शास्त्राणि विज्ञानम् एतत्सर्वं जनार्दनात् ॥ १९॥	योगो ज्ञानं तथा साङ्ख्यम्	विद्याः शिल्पादिकर्म च ।	वेदाः शास्त्राणि विज्ञानम्	एतत्सर्वं जनार्दनात् ॥ १९॥										
vsn_164	फलश्रुतिः 20	अनुष्टुप्	एको विष्णुर्महद्भूतं पृथग् भूतान्यनेकशः । त्रींल्लोकान्व्याप्य भूतात्मा भुङ्क्ते विश्वभुग् अव्ययः ॥ २०॥	एको विष्णुर्महद्भूतम्	पृथग् भूतान्यनेकशः ।	त्रींल्लोकान्व्याप्य भूतात्मा	भुङ्क्ते विश्वभुग् अव्ययः ॥ २०॥										
vsn_165	फलश्रुतिः 21	अनुष्टुप्	इमं स्तवं भगवतो विष्णोर् व्यासेन कीर्तितम् । पठेद्य इच्छेत्पुरुषः श्रेयः प्राप्तुं सुखानि च ॥ २१॥	इमं स्तवं भगवतः	विष्णोर् व्यासेन कीर्तितम् ।	पठेद्य इच्छेत्पुरुषः	श्रेयः प्राप्तुं सुखानि च ॥ २१॥										
vsn_166	फलश्रुतिः 22	अनुष्टुप्	विश्वेश्वरमजं देवं जगतः प्रभुमव्ययम् । भजन्ति ये पुष्कराक्षं न ते यान्ति पराभवम् ॥ २२॥ न ते यान्ति पराभवम् ॐ नम इति ।	विश्वेश्वरमजं देवम्	जगतः प्रभुमव्ययम् ।	भजन्ति ये पुष्कराक्षम्	न ते यान्ति पराभवम् ॥ २२॥										
vsn_167	फलश्रुतिः 23	अनुष्टुप्	अर्जुन उवाच — पद्मपत्रविशालाक्ष पद्मनाभ सुरोत्तम । भक्तानाम् अनुरक्तानां त्राता भव जनार्दन ॥ २३॥	पद्मपत्रविशालाक्ष	पद्मनाभ सुरोत्तम ।	भक्तानाम् अनुरक्तानां	त्राता भव जनार्दन ॥ २३॥										
vsn_168	फलश्रुतिः 24	अनुष्टुप्	श्रीभगवानुवाच — यो मां नामसहस्रेण स्तोतुम् इच्छति पाण्डव । सोहऽम् एकेन श्लोकेन स्तुत एव न संशयः ॥ २४॥ स्तुत एव न संशय ॐ नम इति ।	यो मां नामसहस्रेण	स्तोतुम् इच्छति पाण्डव ।	सोहऽम् एकेन श्लोकेन	स्तुत एव न संशयः ॥ २४॥										
vsn_169	फलश्रुतिः 25	अनुष्टुप्	व्यास उवाच — वासनाद् वासुदेवस्य वासितं भुवनत्रयम् । सर्वभूतनिवासोऽसि वासुदेव नमोऽस्तु ते ॥ २५॥ श्रीवासुदेव नमोऽस्तु त ॐ नम इति ।	वासनाद् वासुदेवस्य	वासितं भुवनत्रयम् ।	सर्वभूतनिवासोऽसि	वासुदेव नमोऽस्तु ते ॥ २५॥										
vsn_170	फलश्रुतिः 26	अनुष्टुप्	पार्वत्युवाच — केनोपायेन लघुना विष्णोर् नामसहस्रकम् । पठ्यते पण्डितैर् नित्यं श्रोतुम् इच्छाम्यहं प्रभो ॥ २६॥	केनोपायेन लघुना	विष्णोर् नामसहस्रकम् ।	पठ्यते पण्डितैर् नित्यं	श्रोतुम् इच्छाम्यहं प्रभो ॥ २६॥										
vsn_171	फलश्रुतिः 27	अनुष्टुप्	ईश्वर उवाच — श्रीराम-राम-रामेति रमे रामे मनोरमे । सहस्रनामतत्तुल्यं रामनाम वरानने ॥ २७॥ श्रीरामनाम वरानन ॐ नम इति ।	श्रीराम-राम-रामेति	रमे रामे मनोरमे ।	सहस्रनामतत्तुल्यम्	रामनाम वरानने ॥ २७॥										
vsn_172	फलश्रुतिः 28	वंशस्थम्	ब्रह्मोवाच — नमोऽस्त्वनन्ताय सहस्रमूर्तये सहस्रपादाक्षिशिरोरुबाहवे । सहस्रनाम्ने पुरुषाय शाश्वते सहस्रकोटि-युग-धारिणे नमः ॥ २८॥ सहस्रकोटि-युग-धारिणे नम ॐ नम इति ।	नमोऽस्त्वनन्ताय सहस्रमूर्तये	सहस्रपादाक्षिशिरोरुबाहवे ।	सहस्रनाम्ने पुरुषाय शाश्वते	सहस्रकोटि-युग-धारिणे नमः ॥ २८॥										
vsn_173	फलश्रुतिः 29	अनुष्टुप्	सञ्जय उवाच — यत्र योगेश्वरः कृष्णो यत्र पार्थो धनुर्धरः ।तत्र श्रीर्विजयो भूतिर्ध्रुवा नीतिर्मतिर्मम ॥ २९॥	यत्र योगेश्वरः कृष्णः	यत्र पार्थो धनुर्धरः ।	तत्र श्रीर्विजयो भूतिः	ध्रुवानीतिर्मतिर्मम ॥ २९॥										
vsn_174	फलश्रुतिः 30	अनुष्टुप्	श्रीभगवानुवाच — अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते । तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ॥ ३०॥	अनन्याश्चिन्तयन्तो माम्	ये जनाः पर्युपासते ।	तेषां नित्याभियुक्तानाम्	योगक्षेमं वहाम्यहम् ॥ ३०॥										
vsn_175	फलश्रुतिः 31	अनुष्टुप्	परित्राणाय साधूनां विनाशाय च दुष्कृताम् । धर्मसंस्थापनार्थाय सम्भवामि युगे युगे ॥ ३१॥	परित्राणाय साधूनाम्	विनाशाय च दुष्कृताम् ।	धर्मसंस्थापनार्थाय	सम्भवामि युगे युगे ॥ ३१॥										
vsn_176	फलश्रुतिः 32	बाला	आर्ता विषण्णाः शिथिलाश्च भीता घोरेषु च व्याधिषु वर्तमानाः । सङ्कीर्त्य नारायण-शब्दमात्रं विमुक्त-दुःखाः सुखिनो भवन्तु ॥ ३२॥	आर्ता विषण्णाः शिथिलाश्च भीताः	घोरेषु च व्याधिषु वर्तमानाः ।	सङ्कीर्त्य नारायण-शब्दमात्रम्	विमुक्त-दुःखाः सुखिनो भवन्तु ॥ ३२॥										
vsn_177	फलश्रुतिः 33	शाला	कायेन वाचा मनसेन्द्रियैर्वा बुद्ध्यात्मना वा प्रकृतेः स्वभावात् । करोमि यद्यत् सकलं परस्मै नारायणायेति समर्पयामि ॥ ३३॥	कायेन वाचा मनसेन्द्रियैर्वा	बुद्ध्यात्मना वा प्रकृतेः स्वभावात् ।	करोमि यद्यत् सकलं परस्मै	नारायणायेति समर्पयामि ॥ ३३॥										
